1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
26384.20508,26987.60547,27081.0625,27095.32813,27000.73633,27906.81836,27867.50391,27846.90625,27748.50781,27481.45703,26980.13477,27137.82227,26895.48242,26701.0918,26907.80078,26807.93555,26730.72656,26810.91797,27007.85352,27088.61133,27043.66797,27329.29492,27629.08984,27975.83203,28310.12109,29113.38672,30185.54297,30958.5332,31809.75781,32830.69141,33242.88281,33769.55078,34362.875,35175.85938,35580.49219,36045.46875,35822.10938,35999.06641,35966.26172,36425.62109,36178.0625,36346.48438,36357.86719,36866.98047,36972.25,37118.80469,36781.76953,36217.19531,35439.05078,35059.09766,34587.55469,34496.71484,34694.96094,35779.56641,35883.58203,35865.10938,35755.64844,35941.0625,35745.44922,35689.92969,35780.69141,35386.39453,35004.17188,34711.38672,34618.04297,34746.99219,34255.11719,34489.05078,34411.1875,34933.4375,34882.75781,35099.05859,35223.45703,35065.0625,35351.14453,35214.49219,34433.98438,34056,33693.50781,33358.9375,33135.35938,33042.19141,33117.44531,32965.69531,32989.55859,32485.05859,32334.86914,31627.74023,31157.40625,30687.95703,30303.39648,29566.66602,28937.70313,28602.83984,28080.4375,27603.41797
27767.53125,28804.11523,29020.56445,28890.73047,29079.5918,29944.20898,29790.78516,29614.33008,29447.84375,29237.32617,28962.67188,28811.0957,29002.56641,28896.96484,28603.98633,28326.17188,28083.21484,28310.94141,28746.58594,28469.34961,28808.65234,28984.64844,29199.76367,29433.89063,29703.35352,30418.39063,31159.19922,32430.55078,33101.85547,34535.46875,34741.83984,35217.39844,36042.90234,36760.35547,37111.16797,37461.9375,37615.41406,37660.23047,37536.15234,38034.76172,37724.37891,37918.46875,38113.03516,38214.26563,38305.30859,38552.75,38181.64063,37553.61719,36060.32813,35836.98438,35652.76172,35572.41016,35639.92188,36509.38672,36482.25781,37224.91016,36787.13281,36954.33594,36895.8125,36587.60156,36112.53125,35570.76953,35709.125,35198.42969,35366.83594,35015.19531,34957.33203,35049.60156,35026.04688,35328.53125,35260.43359,35180.07813,35220.44141,35246.83984,35353.5,35080.53906,34645.90625,34269.49609,33788.20313,33185.37109,33062.79297,33141.75,33187.17969,33209.48438,32915.64844,32608.34766,32268.52539,32039.36914,31623.05664,30960.57031,30858.82227,30135.02734,29448.12891,28941.61719,28514.98438,28006.52344
27888.07617,29309.24219,29361.38672,29390.91016,29334.42969,30288.32813,30111.29297,30108.35938,29795.97266,29598.52734,29581.58203,29397.04688,29487.4707,28937.83789,29014.21875,28765.57031,28718.91602,28818.22656,28659.19336,28871.52344,29080,29519.8457,29844.90234,30096.55078,30265.90234,30774.2832,31713.73047,32840.46875,33471.78906,34649.50781,35305.97266,35825.09375,36788.38281,37837.79688,38255.57422,38705.30078,38817.99219,38946.83984,39230.82422,39356.03516,39318.85547,39451.03906,39513.42969,39573.52344,39723.22656,39875.40234,39487.39063,38971.59766,38083.71484,37538.90625,37098.31641,37033.03906,37356.44531,38038.08203,38321.14844,38724.83984,38424.53906,38444.43359,38449.55469,38349.33984,37860.46875,37586.64844,37448.14844,37311.71094,37189.94141,36809.44141,36955.77344,36843.47266,36960.03516,37263.39844,37336.07422,37052.56641,37153.14063,37075.88672,37026.30859,36903.77734,36263.94922,35829.83984,35864.28906,35064.84375,35037.84766,35130.51563,34946.73438,34920.125,34675.13281,34201.97266,33950.76563,33404.85938,32895.78906,32611.625,32198.12891,31353.61328,30849.82031,30136.76172,29315.86914,29181.91797
29254.51563,30136.13672,30453.61914,30277.55664,30477.69141,31615.19922,31388.42969,31226.06055,30917.98047,30571.54102,30157.71875,30021.64453,30022.63477,29828.99023,29820.01953,29633.24609,29077.67969,29238.47266,29235.29883,29550.19336,29689.48047,30012.11328,29839.45898,30151.84766,30335.89063,30751.23828,31447.36328,32008.27344,32968.27344,34255.11328,34945.88281,36206.90625,37229.94141,38377.125,39230.53125,39549.99219,39808.05859,40395.375,40172.13672,40351.57813,40086.25,40022.46094,40178.41016,40317.95313,40386.29297,40704.80859,40350.375,39895.97656,38905.48438,37947.375,37589.21875,37564.63281,37815.63281,38437.30078,38643.89453,38680.53516,38781.61328,38742.44922,38507.59766,38380.95703,37863.94531,37815.31641,37751.3125,37545.08594,37345.89453,37277.80469,37106.08594,37292.26172,37319.11328,37395.46875,37138.75781,37396.26172,37305.6875,37135.22266,37388.16406,37326.26563,36533.07031,36472.67188,35897.01172,35641.65234,35151.56641,35521.55859,35091.5,35011.30859,34865.62109,34279.91406,34032.78906,33406.61328,33201.68359,32739.74219,32271.42188,31388.33203,30935.89648,30296.85938,29306.27734,29328.76563
29290.62109,30259.98828,30386.45313,30534.83594,30516.0332,31452.82813,31487.40625,31329.82813,30974.73047,30733.33984,30582.08594,30511.32031,30142.11719,30010.78711,29784.73047,29462.53711,29610.96289,29484.28906,29662.82422,29771.00781,29702.60156,30046.63281,30170.10742,30368.37891,30724.48828,31249.76563,31797.26563,32605.49805,32976.95703,34406.37891,34731.41016,35661.89063,36366.61328,37619.40625,38102.73047,38489.35547,38873.63672,39103.55078,39285.40625,39314.84375,39264.79297,39422.875,39640.38672,39619.46875,39920.62891,39913.19922,39338.66406,38793.62109,37826.33984,37246.25781,37178.29297,37225.72656,37399.19531,37848.63281,38062.15625,38252.91016,38085.74219,38149.11719,38076,37740.85938,37675.35938,37326.65625,37283.26563,36943.33984,36968.91016,36714.73438,36496.27734,36548.35156,36584.89844,36870.93359,36489.55469,36630.67188,36234.89453,36478.82422,36989.67578,37220.12891,36874.92578,36295.67188,36134.84766,35502.04297,35470.78125,35218.55469,35410.23047,35262.62109,35125.07422,34651.57813,34361.21875,33748.99609,32803.57031,32292.77344,31754.41016,30570.00977,29946.3457,29431.27734,28761.49609,28519.61719
28646.5332,29265.99219,29670.11328,29447.16797,29709.85938,30537.54492,30299.14453,30176.99805,29826.16016,29708.23438,29306.5293,29074.42773,29159.7832,29115.37891,29124.00391,28747.43555,28565.66797,28609.38672,28893.76172,28517.63867,28900.30078,29021.75,29258.66602,29454.20313,30056.16406,30858.79688,32018.69531,32960.87891,33735.42578,34443.01563,35043.78125,35672.58203,36304.75,37286.98438,37858.30078,38266.6875,38594.46875,38987.07031,39032.17969,39130.32813,39196.27344,39242.47656,39181.12109,39231.05859,39432.23438,39304.83984,38845.39844,38081.82031,36997.02344,36882.47266,36464.00781,36425.6875,36597.85156,36960.41797,37276.41797,37376.76563,37532.53125,37492.97656,37397.34375,37336.10156,37024.80469,36595.14453,36625.95313,36344.94531,36245.53906,35963.62891,36010.83594,36059.36328,36107.74219,36254.53516,36037.60547,36183.96094,35859.05078,36104.5625,36174.76563,36352.71094,36035.64063,35290.66797,35010.4375,34539.04688,34377.72656,34228.11719,33800.82813,33980.63281,33732.52734,33417.42188,32998.96875,32537.89258,31895.125,31392.85938,30648.58203,30070.51172,29547.32617,28863.97656,28350.0625,27931.05859
28262.00586,29338.38867,29766.30273,29543.1582,29419.73438,30487.38281,30577.86328,30115.375,29934.96094,29904.66602,29807.10742,29204.10742,29201.11133,28912.8418,29001.43555,28664.52148,28750.48828,28685.125,28869.49219,28881.53906,29083.18359,29283.47461,29668.29297,30063.9707,30179.20313,31113.91406,31920.6875,33175.30859,33757.49219,34841.35938,34783.42578,35316.25391,35790.44141,36602.50391,37124.875,37549.85547,37898,38114.38672,38263.3125,38307.60547,38494.14844,38437.34375,38660.05859,38848.21094,38774.11328,38911.54688,38448.83203,37841.5625,36752.51563,36293.71484,36028.99219,35981.73438,36248.02734,36801.78516,37007.05078,37117.22266,37338.13281,36910.21484,36841.02344,36713.39063,36251.05859,35900.89063,35673.61719,35465.71094,35235.23047,35094.58984,35073.17188,35069.35156,35213.71094,35309.08203,35295.11719,35312.38672,35559.25,35470.48438,35869.11719,35798.30469,35355.82813,34703.51953,34444.53125,34063.64453,33665.44922,33649.51953,33387.96484,33541.07422,33221.05078,33091.01563,32445.89258,32258.97266,31347.55859,30946.85547,30246.65234,29514.52148,28801.44922,28124.93164,27611.95703,27300.51953
27174.07617,28394.70313,28410.36328,28600.38672,28506.38867,29310.98047,29637.43359,29393.08203,29161.68359,28800.23047,28665.85938,28651.42969,28485.49805,28255.75195,28343.95703,28074.52734,28026.73633,28068.78125,27981.03125,28030.97656,28355.0332,28633.8418,28774.6875,28960.38477,29551.98828,30301.61523,31405.32031,32702.11328,33385.78125,34409.60547,34354.51953,34919.98438,35353.17969,36482.59375,37193.93359,37393.58984,37751.02344,37885.51172,37994.80469,38142.98047,38104.35938,38304.98438,38296.18359,38491.48047,38247.66406,38482.96094,38151.59375,37663.24219,36096.03125,35836.96484,35639.89453,35492.21875,35679.27734,36362.07031,36188.05859,36498.44922,36439.84375,36639.75781,36613.37891,36446.52734,35958.10547,35829.33594,35629.66797,35863.33984,35496.74609,35058.33984,34690.21094,35118.14453,35120.47266,35198.76953,35265.57031,35417.02344,35304.5,35247.87891,35449.20703,35136.75781,34859.22266,34321.8125,33736.40234,33249.1875,33190.05469,32994.04688,32613.48438,32766.83789,32567.22656,32183.54297,31677.25391,31379.75,30814.91797,30028.20313,29694.35547,28838.65625,28060.33203,27355.57031,27099.49219,26764.5625
26933.3457,27846.4668,28088.69727,27743.05664,28094.14453,29156.72852,29161.76563,28796.9043,28241.00391,28341.76367,28154.62109,27919.08594,27942.20898,27792.00195,27933.07227,27631.76367,27411.14453,27631.41797,27497.19141,27416.15625,27533.98828,28023.21094,28337.46875,28335.16797,28867.38281,30077.86719,31219.83398,32239.10742,32964.65625,33792.34375,33925.35156,34421.32031,34985.75,35803.75781,36426.93359,36823.09766,37053.46875,37259.03125,37499.21484,37425.87891,37539.57031,37812.29688,38028.50781,38180.60547,38494.94922,38285.98438,38137.21094,37291.95703,35934.0625,35778.71875,35237.92969,35115.1875,35213.82422,35911.11719,36027.21875,36274.54688,36723.1875,36328.65625,36295.97656,36217.51172,35735.40625,35556.57031,35420.20313,35484.12109,35097.24609,34948.18359,34679.82031,34958.40234,34867.76563,34917.75,34668.61328,34685,34665.89063,34434.82031,34758.625,34676.58594,34227.36328,33382.96875,32891.75391,32287.69531,32115.71094,32097.5293,32092.30078,31643.34766,31685.23047,31520.13867,31413.39453,30531.85352,30050.98828,29457.96875,28970.70703,28455.89844,27642.60352,27225.66602,26399.73242,26446.16602
26429.01563,27034.2793,27466.56641,27289.42188,27227.78516,28186.125,28017.33203,28338.49023,27757.97461,27418.79492,27509.25781,27361.45508,27038.43359,27106.07422,26687.08594,26692.49609,26707.50781,26742.53711,26684.33984,26957.61719,26703.05664,26884.11719,27260.0293,27776.79492,28307.01367,29364.62305,30120.4043,31773.95313,32269.63086,33387.67578,33539.48047,34058.51172,34758.92188,35478.81641,36264.86719,36752.97266,37027.57813,37195.16016,37170.64844,37364.10938,37494.96875,37536.28516,37568.95313,37693.31641,37934.92188,38064.46094,37583.00781,36795.73828,35584.0625,35455.28906,35109.52734,34771.02734,34958.74609,35553.82813,35912.39844,36176.77344,36311.96875,36360.09766,36261.25,35570.94141,35485.59375,35093.9375,35034.42578,34848.54688,34531.26563,34675.37891,34370.02734,34325.39453,34421.375,34585.52344,34653.84766,34609.08203,34153.16797,34235.36719,34525.70703,34481.25391,33911.42578,33137.92969,32608.85156,32122.48828,31772.17969,31586.74609,31427.625,31516.22852,31367.25391,30882.35938,30642.71289,30407.28711,29975.75781,29565.23047,29236.16016,28320.99219,27778.70508,27209.90039,26717.65625,26312.13867
26234.61133,27231.83984,27213.54883,26957.76953,27044.35742,27890.35938,27764.82813,27670.09961,27478.51367,27256.36328,27298.45898,27002.96289,26962.78516,26761.87109,26451.63477,26104.5,25981.75781,26302.32422,26056.86719,26064.93359,26274.51953,26753.1875,26795.35938,27049.70313,27350.29883,28400.69336,29318.96484,30219.68555,30759.5957,32374.29492,32897.05469,33321.05078,33953.95703,34947.375,35712.38281,36226.76563,36577.71875,36872.85156,37066.76953,37229.12891,37430,37452.88672,37618.75,37744,37890.58203,38225.05859,37684.34375,37130.59375,35796.76563,35627.94141,35249.04688,35176.60938,35120.85547,36269.54688,36412.67969,36652.23828,36688.76172,36633.59766,36693.47266,36257.75391,36115.71875,35544.91406,35429.34766,35111.41406,35098.48047,34743.58594,34651.78906,34972.11328,35041.9375,35101.85938,34775.26953,34772.98438,34678.96875,34249.125,34321.51953,34230.45703,33570.20313,33162.48438,32624.70898,31975.33594,31374.73828,31350.4375,31148.58203,30841.79297,31048.44922,30531.9668,30437.44141,29737.25,29874.23438,29278.80078,28674.7832,28065.91406,27451.66211,26937.11719,26408.41016,25805.77148
26061.86328,26925.57031,27215.13672,26905.52539,26713.75391,27551.93164,27808.48828,27755.78516,27197.63086,26959.17969,26739.24805,26704.70898,26527.90234,26313.72461,26477.22266,26021.16797,25921.90625,26045.33594,25983.94336,26087.29688,25993.89453,26400.73438,26757.58984,27002.22852,27368.68555,28138.02344,28710.19336,29768.91016,30720.37109,31815.875,32720.21875,33116.48438,34011.35938,35092.24609,35363.14844,35641.76953,36263.36328,36476.91016,36715,36968.88281,37111.08203,37335.98828,37396.42969,37624.60156,37626.05859,37838.44922,37629.0625,36685.51953,35384.77344,35022.05859,34768.57031,34507.03516,34730.75781,35648.46484,35802.19922,36049.10547,36212.36719,36122.48828,36112.57813,36032.72266,35536.23047,35121.58984,35045.80078,34807.25781,34790.51563,34512.53906,34432.53516,34622.42188,34717.91016,34832.35156,35017.01953,34766.16797,34570.16016,34484.77734,34264.92969,33982.54297,33795.44531,32832.72656,32341.66992,32034.17188,31847.88672,31579.69141,31694.69531,31537.34766,31413.85938,30925.54688,30538.57422,30254.24219,29257.94141,28447.89453,27913.51758,27217.17773,26719.03906,26138.61328,25545.25586,25304.82813
25246.75781,25995.75586,26404.72852,26144.30078,26576.96875,27416.91797,27254.91211,26991.49609,26771.82813,26455.32031,26302.32227,26048.83203,26168.32227,25957.5,25828.44727,25837.05469,25727.47461,25425,25799.27344,25577.94141,26079.32617,26613.58398,26576.35156,27253.03906,27546.27344,28509.51367,29981.17773,30889.63281,31447.27734,32422.16797,32941.33203,33530.68359,34261.92578,34844.33984,35928.52344,36256.65234,36652.19141,37066.03516,37011.60938,37161.34375,37184.75391,37376.17969,37541.20313,37688.26563,37975.49609,38088.23828,37525.39844,36818.00781,35731.95703,35276.83203,34999.91797,34819.53516,34908.89063,35608.19922,35834.04297,36143.46484,36271.49219,36305.10938,36194.14453,35943.65625,35834.64063,35483.125,35311.08984,35018.15234,34847.03906,34598.08203,34548.14063,34443.36328,34472.03125,34350.83203,34430.21875,34151.48047,33732.61719,33832.05078,33898.19141,33466.03125,33029.86719,32346.32813,31845.83789,31269.41992,31069.12305,30647.07617,30590.57031,30471.91602,30402.02734,30142.12109,29828.85156,29426.82031,28798.83203,28105.17773,27464.40234,26942.59961,26272.46484,26217.47656,25619.02148,25297.14844
